Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	1	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.02548003197	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	2	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.84875392914	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	3	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.76352190971	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	4	1_1	1	1	4	1	23_4_1	3	0	1	0	0.634840965271	339.0	-107.0	342.0	-106.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	5	2_1	2	1	1	1	23_1_1	-1	0	1	0	2.35565805435	-423.0	158.0	-428.0	154.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	6	3_1	3	1	1	1	23_1_1	2	0	0	1	0.863065004349	-347.0	-166.0	None	None	0
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	7	3_1	3	1	4	1	23_4_1	-1	0	1	0	1.17553305626	-192.0	-50.0	-197.0	-56.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	8	1_1	1	1	3	1	23_3_1	2	0	1	0	0.811280012131	-432.0	-186.0	-429.0	-186.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	9	ABS	0	0	2	1	24_2_1	NA	NA	0	1	4.5508928299	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	10	ABS	0	0	4	1	24_4_1	NA	NA	0	1	2.4985370636	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	11	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.87455797195	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	12	ABS	0	0	4	1	24_4_1	NA	NA	0	1	2.06276202202	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	13	1_1	1	1	2	1	23_2_1	1	0	1	0	1.37831091881	54.0	148.0	63.0	146.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	14	ABS	0	0	3	1	24_3_1	NA	NA	0	1	3.0925719738	None	None	None	None	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	15	3_1	3	1	2	1	23_2_1	1	0	1	0	1.26167607307	93.0	110.0	98.0	112.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	16	4_1	4	1	1	1	23_1_1	3	0	1	0	0.81084895134	193.0	356.0	197.0	348.0	1
3.0.1	2019_Mar_01_1033	s	s	2	1	Capacity	17	ABS	0	0	3	1	24_3_1	NA	NA	0	1	3.09968781471	None	None	None	None	1
