Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	1	3_1	3	1	2	1	23_2_1	1	0	1	0	0.775820970535	397.0	266.0	402.0	259.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	2	4_1	4	1	2	1	23_2_1	2	0	1	0	0.437375068665	34.0	125.0	46.0	131.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	3	1_1	1	1	3	1	23_3_1	2	0	1	0	0.6461789608	167.0	353.0	170.0	358.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	4	2_1	2	1	4	1	23_4_1	2	0	1	0	0.422715902328	-500.0	56.0	-501.0	40.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	5	1_1	1	1	2	1	23_2_1	1	0	0	1	0.709821939468	-476.0	-36.0	None	None	0
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	6	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.18722200394	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	7	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.561327934265	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	8	ABS	0	0	4	1	24_4_1	NA	NA	1	0	1.36379003525	None	None	-199.0	134.0	0
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	9	1_1	1	1	4	1	23_4_1	3	0	1	0	0.422738075256	523.0	-249.0	516.0	-243.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	10	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.704964876175	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	11	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.12154984474	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	12	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.496106863022	150.0	-246.0	158.0	-250.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	13	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.966625928879	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	14	4_1	4	1	1	1	23_1_1	3	0	1	0	0.425653219223	-521.0	-207.0	-515.0	-205.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	15	2_1	2	1	3	1	23_3_1	1	0	1	0	0.97203707695	377.0	-62.0	375.0	-60.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	16	2_1	2	1	1	1	23_1_1	-1	0	0	1	0.83441400528	273.0	-336.0	None	None	0
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	17	3_1	3	1	1	1	23_1_1	2	0	1	0	0.442258119583	-212.0	-6.0	-207.0	-5.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	18	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.933407068253	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	19	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.43710589409	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	20	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.837259054184	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	21	4_1	4	1	3	1	23_3_1	1	0	1	0	0.481600999832	354.0	38.0	358.0	36.0	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	22	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.08142185211	None	None	None	None	1
3.0.1	2019_Mar_09_1201	s	s	14	4	Capacity	23	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.62239980698	None	None	None	None	1
