Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	1	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.76352095604	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	2	4_1	4	1	1	1	23_1_1	3	0	1	0	0.442526817322	401.0	52.0	396.0	52.0	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	3	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.14307403564	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	4	3_1	3	1	1	1	23_1_1	2	0	1	0	0.497350931168	-416.0	-9.0	-406.0	-9.0	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	5	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.28125	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	6	2_1	2	1	4	1	23_4_1	2	0	1	0	0.469778060913	-62.0	-102.0	-58.0	-101.0	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	7	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.822627067566	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	8	4_1	4	1	2	1	23_2_1	2	0	1	0	0.469824790955	-286.0	-210.0	-283.0	-209.0	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	9	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.9095890522	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	10	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.02259683609	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	11	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.37927603722	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	12	1_1	1	1	3	1	23_3_1	2	0	1	0	0.699177026749	267.0	-174.0	267.0	-179.0	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	13	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.22253489494	None	None	None	None	1
3.0.1	2019_Mar_08_1102	s	s	9	4	Capacity	14	3_1	3	1	2	1	23_2_1	1	0	1	0	0.790468931198	-375.0	-300.0	-376.0	-305.0	1
