Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	1	1_1	1	1	4	1	23_4_1	3	0	1	0	0.540686130524	274.0	-256.0	272.0	-264.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	2	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.575742959976	-409.0	12.0	-404.0	15.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	3	4_1	4	1	3	1	23_3_1	1	0	1	0	0.481558084488	354.0	190.0	347.0	197.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	4	2_1	2	1	3	1	23_3_1	1	0	1	0	0.731467008591	226.0	-36.0	217.0	-38.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	5	4_1	4	1	2	1	23_2_1	2	0	1	0	0.422794818878	98.0	-44.0	94.0	-36.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	6	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.91363096237	-193.0	184.0	-193.0	180.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	7	ABS	0	0	2	1	24_2_1	NA	NA	0	1	4.89711093903	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	8	ABS	0	0	3	1	24_3_1	NA	NA	0	1	4.0451669693	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	9	ABS	0	0	1	1	24_1_1	NA	NA	0	1	5.40949010849	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	10	ABS	0	0	4	1	24_4_1	NA	NA	0	1	2.09719181061	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	11	2_1	2	1	4	1	23_4_1	2	0	1	0	0.547706842422	-403.0	-5.0	-397.0	-10.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	12	4_1	4	1	1	1	23_1_1	3	0	1	0	0.49330496788	380.0	222.0	379.0	212.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	13	ABS	0	0	3	1	24_3_1	NA	NA	0	1	4.56280493736	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	14	3_1	3	1	2	1	23_2_1	1	0	1	0	0.940235137939	199.0	-369.0	193.0	-368.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	15	ABS	0	0	2	1	24_2_1	NA	NA	0	1	7.23759794235	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	16	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.91641378403	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	17	1_1	1	1	3	1	23_3_1	2	0	1	0	0.587413072586	358.0	44.0	361.0	40.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	18	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.4627828598	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	19	ABS	0	0	1	1	24_1_1	NA	NA	0	1	6.02490401268	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	20	1_1	1	1	2	1	23_2_1	1	0	1	0	0.69328212738	168.0	275.0	167.0	265.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	21	ABS	0	0	1	1	24_1_1	NA	NA	0	1	4.79410505295	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	22	3_1	3	1	1	1	23_1_1	2	0	1	0	1.17547392845	412.0	-41.0	415.0	-42.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	23	ABS	0	0	2	1	24_2_1	NA	NA	0	1	3.99814486504	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	24	ABS	0	0	3	1	24_3_1	NA	NA	0	1	2.02516508102	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	25	ABS	0	0	2	1	24_2_1	NA	NA	0	1	3.7677500248	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	26	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.86934113503	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	27	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.90779209137	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	28	ABS	0	0	4	1	24_4_1	NA	NA	0	1	3.89223885536	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	29	2_1	2	1	3	1	23_3_1	1	0	1	0	0.893168926239	-524.0	315.0	-526.0	322.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	30	ABS	0	0	3	1	24_3_1	NA	NA	0	1	4.50147509575	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	31	1_1	1	1	4	1	23_4_1	3	0	1	0	0.540694952011	399.0	282.0	390.0	282.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	32	ABS	0	0	1	1	24_1_1	NA	NA	0	1	6.51497197151	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	33	2_1	2	1	1	1	23_1_1	-1	0	1	0	4.81257796288	117.0	-275.0	120.0	-270.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	34	1_1	1	1	2	1	23_2_1	1	0	1	0	0.896493196487	240.0	34.0	233.0	39.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	35	4_1	4	1	2	1	23_2_1	2	0	1	0	0.587373971939	89.0	-332.0	89.0	-333.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	36	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.88520693779	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	37	ABS	0	0	2	1	24_2_1	NA	NA	0	1	5.27371311188	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	38	ABS	0	0	1	1	24_1_1	NA	NA	0	1	5.28495502472	None	None	None	None	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	39	3_1	3	1	2	1	23_2_1	1	0	1	0	2.10459804535	527.0	221.0	518.0	220.0	1
3.0.1	2019_Mar_07_1725	s	s	7	4	Capacity	40	3_1	3	1	1	1	23_1_1	2	0	1	0	0.533609867096	-61.0	-308.0	-59.0	-307.0	1
