Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	1	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.65997600555	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	2	ABS	0	0	1	4	24_1_4	NA	NA	0	1	3.47413492203	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	3	1_3	1	3	1	1	23_1_1	0	2	1	0	1.07013297081	-181.0	129.0	-178.0	131.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	4	1_4	1	4	1	2	23_1_2	0	2	1	0	0.657974004745	-522.0	173.0	-519.0	170.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	5	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.3868560791	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	6	1_2	1	2	1	3	23_1_3	0	1	0	1	4.04929590225	68.0	-67.0	None	None	0
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	7	1_2	1	2	1	4	23_1_4	0	2	1	0	0.704997777939	-293.0	-195.0	-290.0	-195.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	8	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.97120499611	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	9	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.42508387566	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	10	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.89544701576	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	11	1_2	1	2	1	1	23_1_1	0	-1	1	0	1.59148406982	189.0	-321.0	189.0	-323.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	12	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.60364198685	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	13	1_1	1	1	1	3	23_1_3	0	2	1	0	0.898072957993	-293.0	0.0	-303.0	2.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	14	1_4	1	4	1	1	23_1_1	0	3	1	0	0.705015897751	288.0	-113.0	297.0	-115.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	15	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.92815995216	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	16	1_4	1	4	1	3	23_1_3	0	1	1	0	0.740280866623	-512.0	-70.0	-515.0	-68.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	17	ABS	0	0	1	2	24_1_2	NA	NA	0	1	2.84838986397	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	18	1_1	1	1	1	2	23_1_2	0	1	1	0	1.18723583221	-444.0	-81.0	-455.0	-80.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	19	1_1	1	1	1	4	23_1_4	0	3	1	0	0.639135837555	-169.0	85.0	-169.0	92.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	20	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.07542514801	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	21	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.7090139389	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	22	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.57499098778	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	23	1_3	1	3	1	2	23_1_2	0	1	0	1	3.05721998215	140.0	-40.0	None	None	0
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	24	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.881412029266	93.0	195.0	92.0	197.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	25	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.28685092926	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	26	1_2	1	2	1	1	23_1_1	0	-1	0	1	2.06268501282	70.0	-64.0	None	None	0
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	27	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.36274695396	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	28	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.01574802399	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	29	1_4	1	4	1	2	23_1_2	0	2	1	0	2.39860796928	276.0	335.0	284.0	335.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	30	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.77522587776	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	31	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.82727408409	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	32	1_3	1	3	1	2	23_1_2	0	1	1	0	3.08077692986	237.0	374.0	243.0	374.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	33	1_1	1	1	1	4	23_1_4	0	3	1	0	0.898166894913	-247.0	409.0	-245.0	407.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	34	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.36650705338	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	35	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.95113301277	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	36	1_2	1	2	1	3	23_1_3	0	1	1	0	3.83862996101	-532.0	182.0	-534.0	175.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	37	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.23331403732	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	38	1_2	1	2	1	4	23_1_4	0	2	1	0	0.672595977783	-191.0	23.0	-188.0	25.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	39	1_4	1	4	1	3	23_1_3	0	1	1	0	0.752004861832	157.0	112.0	158.0	116.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	40	1_3	1	3	1	4	23_1_4	0	-1	1	0	1.29301691055	514.0	167.0	505.0	169.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	41	ABS	0	0	1	4	24_1_4	NA	NA	0	1	3.44826602936	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	42	1_3	1	3	1	1	23_1_1	0	2	0	1	2.8690559864	376.0	-90.0	None	None	0
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	43	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.35159182549	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	44	1_1	1	1	1	2	23_1_2	0	1	0	1	3.90686416626	53.0	185.0	None	None	0
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	45	1_1	1	1	1	3	23_1_3	0	2	1	0	4.89804911613	52.0	-239.0	45.0	-239.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	46	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.49244904518	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	47	1_4	1	4	1	1	23_1_1	0	3	1	0	1.53342485428	490.0	-324.0	491.0	-322.0	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	48	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.55419206619	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	49	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.37796998024	None	None	None	None	1
3.0.1	2019_Mar_07_1015	s	s	13	2	Capacity	50	1_1	1	1	1	3	23_1_3	0	2	1	0	0.999073982239	171.0	6.0	171.0	5.0	1
