Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	1	1_2	1	2	1	4	23_1_4	0	2	1	0	0.79652094841	183.0	-106.0	175.0	-104.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	2	ABS	0	0	1	2	24_1_2	NA	NA	0	1	1.29302978516	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	3	1_4	1	4	1	3	23_1_3	0	1	1	0	0.677474975586	-12.0	-8.0	-6.0	-9.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	4	1_1	1	1	1	2	23_1_2	0	1	1	0	0.992128133774	-22.0	95.0	-17.0	99.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	5	1_3	1	3	1	2	23_1_2	0	1	0	1	1.4436340332	7.0	389.0	None	None	0
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	6	ABS	0	0	1	3	24_1_3	NA	NA	0	1	1.5330657959	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	7	1_4	1	4	1	1	23_1_1	0	3	1	0	0.874418020248	-407.0	246.0	-407.0	254.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	8	ABS	0	0	1	3	24_1_3	NA	NA	0	1	1.32833099365	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	9	1_1	1	1	1	4	23_1_4	0	3	1	0	0.563893795013	-250.0	256.0	-248.0	256.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	10	1_1	1	1	1	3	23_1_3	0	2	1	0	2.38456892967	6.0	79.0	11.0	79.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	11	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.65050792694	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	12	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.57535004616	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	13	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.30910611153	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	14	1_4	1	4	1	2	23_1_2	0	2	1	0	0.857894897461	193.0	281.0	190.0	280.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	15	1_2	1	2	1	3	23_1_3	0	1	0	1	1.88568687439	189.0	-232.0	None	None	0
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	16	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.02507901192	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	17	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.26947999001	None	None	None	None	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	18	1_2	1	2	1	1	23_1_1	0	-1	0	1	0.963752031326	192.0	-393.0	None	None	0
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	19	1_3	1	3	1	1	23_1_1	0	2	0	1	1.06290602684	188.0	-276.0	None	None	0
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	20	1_3	1	3	1	4	23_1_4	0	-1	1	0	1.04604005814	488.0	394.0	483.0	396.0	1
3.0.1	2019_Mar_09_1739	s	s	11	3	Capacity	21	ABS	0	0	1	2	24_1_2	NA	NA	0	1	1.88105177879	None	None	None	None	1
