Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	1	3_1	3	1	1	1	23_1_1	2	0	1	0	0.56046295166	-57.0	-156.0	-53.0	-150.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	2	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.746351957321	442.0	181.0	439.0	177.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	3	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.728939056396	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	4	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.634423017502	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	5	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.496175050735	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	6	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.538858175278	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	7	2_1	2	1	4	1	23_4_1	2	0	1	0	0.446207046509	-68.0	187.0	-69.0	185.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	8	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.616008043289	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	9	1_1	1	1	2	1	23_2_1	1	0	0	1	0.568605899811	-129.0	-337.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	10	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.599190950394	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	11	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.516769886017	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	12	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.441879034042	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	13	4_1	4	1	2	1	23_2_1	2	0	1	0	0.422770023346	-284.0	-397.0	-283.0	-398.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	14	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.516934156418	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	15	2_1	2	1	3	1	23_3_1	1	0	1	0	0.604167938232	307.0	64.0	306.0	59.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	16	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.716830968857	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	17	2_1	2	1	1	1	23_1_1	-1	0	0	1	0.57842707634	348.0	89.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	18	4_1	4	1	1	1	23_1_1	3	0	1	0	0.481575012207	-115.0	-167.0	-105.0	-168.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	19	1_1	1	1	4	1	23_4_1	3	0	1	0	0.469740152359	-185.0	-228.0	-187.0	-231.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	20	1_1	1	1	3	1	23_3_1	2	0	1	0	0.672627925873	-399.0	-217.0	-402.0	-222.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	21	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.768585920334	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	22	3_1	3	1	2	1	23_2_1	1	0	1	0	0.476459026337	23.0	-71.0	20.0	-71.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	23	4_1	4	1	3	1	23_3_1	1	0	1	0	0.437399148941	-214.0	160.0	-207.0	161.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	24	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.874657869339	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	25	2_1	2	1	4	1	23_4_1	2	0	1	0	0.575653791428	166.0	-100.0	157.0	-97.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	26	1_1	1	1	2	1	23_2_1	1	0	0	1	0.768685102463	-91.0	391.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	27	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.428291082382	-66.0	-20.0	-66.0	-24.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	28	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.545694828033	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	29	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.59921002388	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	30	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.529006004333	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	31	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.50171995163	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	32	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.599149942398	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	33	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.5873670578	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	34	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.552537918091	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	35	2_1	2	1	1	1	23_1_1	-1	0	0	1	0.613857030869	-388.0	-8.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	36	2_1	2	1	3	1	23_3_1	1	0	0	1	0.52868103981	-68.0	389.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	37	1_1	1	1	4	1	23_4_1	3	0	1	0	0.403870105743	-73.0	129.0	-68.0	126.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	38	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.669759988785	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	39	3_1	3	1	2	1	23_2_1	1	0	1	0	0.481497049332	294.0	60.0	290.0	60.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	40	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.73140001297	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	41	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.18728685379	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	42	1_1	1	1	3	1	23_3_1	2	0	1	0	0.496197938919	50.0	-104.0	54.0	-100.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	43	3_1	3	1	1	1	23_1_1	2	0	0	1	0.869597196579	-367.0	-348.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	44	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.839710950851	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	45	4_1	4	1	3	1	23_3_1	1	0	1	0	0.469793796539	161.0	199.0	161.0	193.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	46	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.672676086426	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	47	4_1	4	1	2	1	23_2_1	2	0	1	0	0.481454849243	94.0	302.0	99.0	300.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	48	4_1	4	1	1	1	23_1_1	3	0	1	0	0.463846921921	523.0	-257.0	521.0	-258.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	49	1_1	1	1	2	1	23_2_1	1	0	0	1	0.775603055954	-228.0	-74.0	None	None	0
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	50	4_1	4	1	3	1	23_3_1	1	0	1	0	0.512051105499	526.0	241.0	535.0	248.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	51	1_1	1	1	4	1	23_4_1	3	0	1	0	0.469810009003	-202.0	119.0	-212.0	121.0	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	52	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.58039522171	None	None	None	None	1
3.0.1	2019_Mar_04_1602	s	s	3	2	Capacity	53	3_1	3	1	1	1	23_1_1	2	0	1	0	0.481623888016	-125.0	-7.0	-125.0	-9.0	1
