Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	1	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.03444910049	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	2	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.1576359272	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	3	1_1	1	1	3	1	23_3_1	2	0	1	0	0.693288087845	485.0	214.0	485.0	215.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	4	ABS	0	0	2	1	24_2_1	NA	NA	0	1	0.980581045151	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	5	4_1	4	1	1	1	23_1_1	3	0	1	0	0.904987096786	-15.0	-74.0	-7.0	-73.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	6	3_1	3	1	2	1	23_2_1	1	0	1	0	0.932949066162	101.0	-230.0	102.0	-224.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	7	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.745693922043	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	8	4_1	4	1	2	1	23_2_1	2	0	1	0	0.704926967621	-70.0	-169.0	-59.0	-163.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	9	ABS	0	0	3	1	24_3_1	NA	NA	0	1	2.29275584221	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	10	4_1	4	1	3	1	23_3_1	1	0	1	0	0.768305063248	-218.0	234.0	-213.0	230.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	11	1_1	1	1	4	1	23_4_1	3	0	1	0	0.795892000198	-308.0	167.0	-309.0	160.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	12	1_1	1	1	2	1	23_2_1	1	0	0	1	0.758491039276	19.0	345.0	None	None	0
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	13	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.823101997375	-165.0	360.0	-160.0	356.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	14	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.20170783997	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	15	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.46216988564	None	None	None	None	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	16	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.22714400291	-242.0	58.0	-241.0	57.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	17	2_1	2	1	4	1	23_4_1	2	0	1	0	0.755051851273	-456.0	-290.0	-455.0	-292.0	1
3.0.1	2019_Mar_02_1407	s	s	4	1	Capacity	18	ABS	0	0	3	1	24_3_1	NA	NA	0	1	2.99155211449	None	None	None	None	1
