Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	1	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.06270098686	None	None	None	None	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	2	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.967671871185	None	None	None	None	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	3	3_1	3	1	2	1	23_2_1	1	0	1	0	0.731760978699	15.0	133.0	16.0	140.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	4	1_1	1	1	3	1	23_3_1	2	0	1	0	0.500670909882	-164.0	46.0	-161.0	45.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	5	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.26063394547	354.0	-135.0	354.0	-138.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	6	4_1	4	1	2	1	23_2_1	2	0	1	0	0.469859838486	66.0	-11.0	66.0	-16.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	7	2_1	2	1	3	1	23_3_1	1	0	1	0	1.04604816437	217.0	-243.0	224.0	-241.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	8	4_1	4	1	1	1	23_1_1	3	0	1	0	0.522068977356	-54.0	-300.0	-59.0	-306.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	9	1_1	1	1	2	1	23_2_1	1	0	1	0	2.75683999062	219.0	91.0	223.0	84.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	10	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.9913520813	None	None	None	None	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	11	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.02536606789	None	None	None	None	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	12	2_1	2	1	4	1	23_4_1	2	0	1	0	0.457993984222	-528.0	-232.0	-521.0	-238.0	1
3.0.1	2019_Mar_08_1508	s	s	13	3	Capacity	13	3_1	3	1	1	1	23_1_1	2	0	1	0	0.634442090988	82.0	-301.0	73.0	-305.0	1
