Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	1	ABS	0	0	1	2	24_1_2	NA	NA	0	1	5.98616909981	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	2	ABS	0	0	1	3	24_1_3	NA	NA	0	1	5.28012108803	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	3	ABS	0	0	1	2	24_1_2	NA	NA	0	1	6.52720403671	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	4	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.0989780426	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	5	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.53324604034	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	6	1_2	1	2	1	3	23_1_3	0	1	1	0	3.08368086815	296.0	94.0	295.0	94.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	7	1_3	1	3	1	1	23_1_1	0	2	1	0	0.881402015686	-348.0	255.0	-347.0	254.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	8	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.02660489082	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	9	1_4	1	4	1	2	23_1_2	0	2	1	0	0.555011034012	-86.0	383.0	-82.0	384.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	10	1_2	1	2	1	4	23_1_4	0	2	1	0	0.516796112061	221.0	-43.0	212.0	-35.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	11	1_1	1	1	1	2	23_1_2	0	1	1	0	1.97266793251	266.0	193.0	270.0	192.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	12	1_4	1	4	1	3	23_1_3	0	1	1	0	0.79910993576	452.0	-102.0	450.0	-107.0	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	13	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.66401600838	None	None	None	None	1
3.0.1	2019_Mar_08_1005	s	s	6	2	Capacity	14	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.42476892471	None	None	None	None	1
