Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	1	1_4	1	4	1	3	23_1_3	0	1	1	0	1.246062994	379.0	287.0	386.0	285.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	2	1_4	1	4	1	2	23_1_2	0	2	1	0	0.731462001801	-273.0	151.0	-289.0	161.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	3	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.81080698967	-172.0	286.0	-168.0	280.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	4	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.54265999794	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	5	1_1	1	1	1	4	23_1_4	0	3	1	0	1.07610416412	311.0	-254.0	317.0	-254.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	6	1_1	1	1	1	2	23_1_2	0	1	0	1	2.20772981644	-185.0	-111.0	None	None	0
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	7	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.81049013138	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	8	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.71696901321	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	9	1_2	1	2	1	1	23_1_1	0	-1	0	1	2.01045298576	396.0	336.0	None	None	0
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	10	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.30480980873	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	11	ABS	0	0	1	2	24_1_2	NA	NA	0	1	2.2222161293	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	12	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.10961699486	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	13	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.78404998779	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	14	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.98693108559	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	15	ABS	0	0	1	2	24_1_2	NA	NA	0	1	2.89542818069	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	16	1_3	1	3	1	1	23_1_1	0	2	1	0	1.00313687325	246.0	249.0	237.0	252.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	17	1_2	1	2	1	4	23_1_4	0	2	1	0	0.872658967972	-288.0	-147.0	-284.0	-144.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	18	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.3779399395	None	None	None	None	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	19	1_3	1	3	1	2	23_1_2	0	1	1	0	2.96606898308	115.0	-226.0	125.0	-222.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	20	1_1	1	1	1	3	23_1_3	0	2	1	0	0.775553941727	26.0	102.0	29.0	93.0	1
3.0.1	2019_Mar_08_1404	s	s	11	2	Capacity	21	1_2	1	2	1	3	23_1_3	0	1	1	0	2.54609894753	-30.0	352.0	-30.0	362.0	1
