Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	1	ABS	0	0	1	1	24_1_1	NA	NA	0	1	3.52073812485	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	2	2_1	2	1	4	1	23_4_1	2	0	1	0	0.503307104111	-330.0	113.0	-330.0	113.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	3	1_1	1	1	4	1	23_4_1	3	0	1	0	0.437316894531	-55.0	26.0	-55.0	26.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	4	3_1	3	1	1	1	23_1_1	2	0	1	0	0.509979009628	122.0	-169.0	109.0	-166.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	5	2_1	2	1	3	1	23_3_1	1	0	1	0	0.516767978668	-91.0	-140.0	-89.0	-143.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	6	4_1	4	1	2	1	23_2_1	2	0	1	0	0.399100065231	-40.0	1.0	-39.0	7.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	7	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.99834609032	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	8	1_1	1	1	3	1	23_3_1	2	0	1	0	0.516835927963	448.0	397.0	449.0	393.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	9	4_1	4	1	1	1	23_1_1	3	0	1	0	0.458046197891	48.0	-176.0	47.0	-183.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	10	ABS	0	0	4	1	24_4_1	NA	NA	0	1	2.67298388481	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	11	4_1	4	1	3	1	23_3_1	1	0	1	0	0.481845140457	430.0	348.0	439.0	344.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	12	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.446226119995	168.0	10.0	165.0	5.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	13	2_1	2	1	1	1	23_1_1	-1	0	1	0	0.555042982101	-98.0	-182.0	-100.0	-181.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	14	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.59120392799	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	15	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.81050801277	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	16	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.954956054688	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	17	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.70917606354	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	18	3_1	3	1	2	1	23_2_1	1	0	1	0	0.568690061569	174.0	-109.0	168.0	-110.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	19	ABS	0	0	3	1	24_3_1	NA	NA	0	1	2.46262907982	None	None	None	None	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	20	1_1	1	1	2	1	23_2_1	1	0	1	0	1.97211503983	-471.0	92.0	-471.0	89.0	1
3.0.1	2019_Mar_14_0834	s	s	8	4	Capacity	21	ABS	0	0	2	1	24_2_1	NA	NA	0	1	3.67165207863	None	None	None	None	1
