Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	1	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.869646072388	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	2	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.863430023193	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	3	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.752014160156	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	4	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.710134983063	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	5	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.916724205017	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	6	2_1	2	1	3	1	23_3_1	1	0	1	0	0.638783931732	-237.0	212.0	-234.0	217.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	7	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.00313687325	-160.0	-152.0	-157.0	-150.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	8	4_1	4	1	1	1	23_1_1	3	0	1	0	0.516810894012	379.0	302.0	385.0	294.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	9	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.757119894028	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	10	ABS	0	0	3	1	24_3_1	NA	NA	0	1	0.677333116531	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	11	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.763736963272	-482.0	129.0	-486.0	128.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	12	3_1	3	1	1	1	23_1_1	2	0	1	0	0.562335014343	377.0	261.0	379.0	258.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	13	2_1	2	1	4	1	23_4_1	2	0	1	0	0.575618028641	-326.0	-43.0	-324.0	-47.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	14	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.822532892227	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	15	4_1	4	1	3	1	23_3_1	1	0	1	0	0.464092969894	49.0	174.0	55.0	178.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	16	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.646137952805	None	None	None	None	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	17	3_1	3	1	2	1	23_2_1	1	0	1	0	0.579429864883	-103.0	24.0	-108.0	19.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	18	1_1	1	1	2	1	23_2_1	1	0	1	0	0.672621965408	-61.0	58.0	-68.0	52.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	19	1_1	1	1	4	1	23_4_1	3	0	1	0	0.410902023315	459.0	39.0	450.0	41.0	1
3.0.1	2019_Mar_13_0906	s	s	15	3	Capacity	20	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.32651686668	None	None	None	None	1
