Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	1	ABS	0	0	2	1	24_2_1	NA	NA	0	1	2.8575758934	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	2	2_1	2	1	3	1	23_3_1	1	0	1	0	0.540426015854	-136.0	26.0	-130.0	25.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	3	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.475107908249	180.0	-219.0	179.0	-217.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	4	4_1	4	1	2	1	23_2_1	2	0	1	0	0.505056858063	146.0	304.0	149.0	305.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	5	3_1	3	1	2	1	23_2_1	1	0	1	0	0.563805103302	-410.0	110.0	-411.0	100.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	6	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.3165409565	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	7	2_1	2	1	4	1	23_4_1	2	0	1	0	0.57559299469	-84.0	56.0	-83.0	56.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	8	1_1	1	1	4	1	23_4_1	3	0	1	0	0.434509992599	-184.0	199.0	-186.0	197.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	9	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.29302406311	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	10	ABS	0	0	2	1	24_2_1	NA	NA	0	1	4.34406614304	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	11	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.63372802734	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	12	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.0512368679	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	13	1_1	1	1	3	1	23_3_1	2	0	1	0	0.795971155167	201.0	-330.0	205.0	-332.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	14	4_1	4	1	1	1	23_1_1	3	0	1	0	0.663109779358	532.0	22.0	530.0	19.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	15	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.9222009182	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	16	3_1	3	1	1	1	23_1_1	2	0	1	0	0.958567857742	385.0	-368.0	382.0	-367.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	17	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.1166241169	414.0	-23.0	419.0	-21.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	18	4_1	4	1	3	1	23_3_1	1	0	1	0	0.517194986343	-201.0	-148.0	-196.0	-149.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	19	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.12813091278	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	20	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.49599909782	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	21	ABS	0	0	2	1	24_2_1	NA	NA	0	1	3.26890087128	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	22	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.12852406502	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	23	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.39183187485	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	24	1_1	1	1	2	1	23_2_1	1	0	1	0	3.10428881645	-518.0	-310.0	-516.0	-309.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	25	4_1	4	1	1	1	23_1_1	3	0	1	0	0.599123954773	98.0	387.0	101.0	384.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	26	4_1	4	1	2	1	23_2_1	2	0	1	0	0.61599111557	-178.0	-17.0	-176.0	-18.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	27	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.20424318314	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	28	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.26069784164	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	29	3_1	3	1	1	1	23_1_1	2	0	1	0	0.510073184967	529.0	33.0	529.0	32.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	30	ABS	0	0	2	1	24_2_1	NA	NA	0	1	2.77496004105	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	31	1_1	1	1	4	1	23_4_1	3	0	1	0	0.592486858368	358.0	-314.0	358.0	-314.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	32	ABS	0	0	4	1	24_4_1	NA	NA	0	1	2.70431303978	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	33	1_1	1	1	2	1	23_2_1	1	0	1	0	1.61642789841	-280.0	-34.0	-280.0	-33.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	34	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.89859700203	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	35	4_1	4	1	3	1	23_3_1	1	0	1	0	0.59915804863	505.0	332.0	504.0	329.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	36	1_1	1	1	3	1	23_3_1	2	0	1	0	0.51676607132	-58.0	-149.0	-52.0	-152.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	37	ABS	0	0	3	1	24_3_1	NA	NA	0	1	2.11630892754	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	38	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.0341899395	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	39	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.45108795166	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	40	2_1	2	1	1	1	23_1_1	-1	0	0	1	1.6723690033	-428.0	22.0	None	None	0
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	41	2_1	2	1	3	1	23_3_1	1	0	1	0	0.693221092224	-386.0	194.0	-383.0	198.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	42	ABS	0	0	2	1	24_2_1	NA	NA	0	1	2.58164405823	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	43	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.59888291359	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	44	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.1284160614	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	45	2_1	2	1	4	1	23_4_1	2	0	1	0	0.592103004456	472.0	-399.0	478.0	-407.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	46	ABS	0	0	2	1	24_2_1	NA	NA	0	1	2.25751280785	None	None	None	None	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	47	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.573414087296	484.0	-74.0	485.0	-78.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	48	3_1	3	1	2	1	23_2_1	1	0	1	0	0.516788005829	-42.0	-147.0	-54.0	-146.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	49	3_1	3	1	1	1	23_1_1	2	0	1	0	0.587371110916	190.0	223.0	187.0	223.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	50	4_1	4	1	1	1	23_1_1	3	0	1	0	0.559669017792	257.0	147.0	257.0	147.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	51	2_1	2	1	1	1	23_1_1	-1	0	1	0	1.81334400177	116.0	-131.0	119.0	-137.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	52	4_1	4	1	3	1	23_3_1	1	0	1	0	0.676062822342	119.0	369.0	120.0	363.0	1
3.0.1	2019_Mar_07_1109	s	s	9	3	Capacity	53	2_1	2	1	4	1	23_4_1	2	0	1	0	0.516815900803	454.0	358.0	460.0	354.0	1
