Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	1	1_4	1	4	1	2	23_1_2	0	2	1	0	0.869994878769	-348.0	-97.0	-348.0	-97.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	2	1_4	1	4	1	3	23_1_3	0	1	1	0	1.70463490486	178.0	171.0	171.0	172.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	3	1_4	1	4	1	1	23_1_1	0	3	1	0	1.26629400253	303.0	-336.0	309.0	-333.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	4	1_2	1	2	1	1	23_1_1	0	-1	1	0	3.00272393227	-371.0	-84.0	-377.0	-86.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	5	1_2	1	2	1	3	23_1_3	0	1	0	1	4.6684820652	202.0	132.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	6	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.83337593079	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	7	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.19841384888	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	8	1_3	1	3	1	1	23_1_1	0	2	0	1	3.76283311844	223.0	161.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	9	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.66221618652	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	10	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.01581597328	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	11	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.36332607269	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	12	ABS	0	0	1	2	24_1_2	NA	NA	0	1	1.8927719593	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	13	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.44278597832	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	14	1_1	1	1	1	2	23_1_2	0	1	0	1	3.13328814507	102.0	-173.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	15	1_2	1	2	1	4	23_1_4	0	2	1	0	1.2108540535	495.0	62.0	494.0	61.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	16	1_1	1	1	1	3	23_1_3	0	2	0	1	4.56261515617	137.0	44.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	17	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.56847810745	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	18	1_1	1	1	1	4	23_1_4	0	3	1	0	0.834219932556	-94.0	-111.0	-102.0	-114.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	19	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.19860100746	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	20	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.69660687447	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	21	ABS	0	0	1	1	24_1_1	NA	NA	0	1	3.22677993774	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	22	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.86087608337	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	23	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.966645956039	94.0	296.0	102.0	296.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	24	1_3	1	3	1	2	23_1_2	0	1	0	1	5.02520704269	-536.0	-28.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	25	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.93138217926	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	26	ABS	0	0	1	4	24_1_4	NA	NA	0	1	4.23328399658	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	27	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.10453891754	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	28	1_4	1	4	1	1	23_1_1	0	3	1	0	0.552534103394	-310.0	310.0	-310.0	306.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	29	1_1	1	1	1	4	23_1_4	0	3	1	0	1.43412494659	-65.0	-328.0	-56.0	-327.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	30	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.30675697327	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	31	1_3	1	3	1	2	23_1_2	0	1	0	1	4.74193906784	-280.0	-309.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	32	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.93080806732	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	33	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.42242884636	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	34	1_3	1	3	1	1	23_1_1	0	2	1	0	1.43927693367	329.0	-157.0	331.0	-159.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	35	ABS	0	0	1	3	24_1_3	NA	NA	0	1	1.89330101013	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	36	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.97509288788	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	37	1_1	1	1	1	3	23_1_3	0	2	0	1	2.30980801582	164.0	88.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	38	1_4	1	4	1	2	23_1_2	0	2	1	0	2.41522192955	294.0	-143.0	303.0	-140.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	39	1_2	1	2	1	1	23_1_1	0	-1	0	1	0.907755851746	338.0	173.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	40	1_1	1	1	1	2	23_1_2	0	1	0	1	3.26003098488	428.0	329.0	None	None	0
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	41	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.752017021179	-302.0	176.0	-300.0	170.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	42	1_4	1	4	1	3	23_1_3	0	1	1	0	2.04035210609	31.0	-244.0	26.0	-255.0	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	43	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.81019186974	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	44	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.10150408745	None	None	None	None	1
3.0.1	2019_Mar_12_1601	s	s	15	2	Capacity	45	1_2	1	2	1	4	23_1_4	0	2	1	0	1.27484607697	38.0	-331.0	41.0	-324.0	1
