Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	1	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.67202997208	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	2	ABS	0	0	1	1	24_1_1	NA	NA	0	1	3.15134000778	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	3	1_1	1	1	1	4	23_1_4	0	3	1	0	0.75213599205	476.0	-196.0	467.0	-193.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	4	ABS	0	0	1	4	24_1_4	NA	NA	0	1	4.63319611549	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	5	1_2	1	2	1	1	23_1_1	0	-1	1	0	1.2512691021	481.0	155.0	482.0	151.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	6	1_4	1	4	1	3	23_1_3	0	1	1	0	0.152369022369	-210.0	-234.0	5.0	7.0	0
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	7	1_3	1	3	1	1	23_1_1	0	2	1	0	1.15679907799	451.0	72.0	449.0	71.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	8	1_4	1	4	1	1	23_1_1	0	3	1	0	0.82271194458	-280.0	306.0	-282.0	304.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	9	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.14345502853	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	10	ABS	0	0	1	1	24_1_1	NA	NA	0	1	3.35127019882	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	11	1_1	1	1	1	3	23_1_3	0	2	1	0	1.24608802795	377.0	63.0	379.0	64.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	12	1_2	1	2	1	3	23_1_3	0	1	1	0	5.86813998222	72.0	-407.0	74.0	-419.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	13	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.813502073288	-421.0	20.0	-422.0	17.0	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	14	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.86830806732	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	15	ABS	0	0	1	3	24_1_3	NA	NA	0	1	5.53884410858	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	16	ABS	0	0	1	4	24_1_4	NA	NA	0	1	3.18663406372	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	17	ABS	0	0	1	2	24_1_2	NA	NA	0	1	5.69168806076	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	18	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.33922481537	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	19	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.90721893311	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	20	ABS	0	0	1	1	24_1_1	NA	NA	0	1	4.22872495651	None	None	None	None	1
3.0.1	2019_Mar_03_1505	s	s	1	2	Capacity	21	1_4	1	4	1	2	23_1_2	0	2	1	0	0.945853948593	115.0	145.0	118.0	147.0	1
