Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	1	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.46953415871	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	2	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.07404899597	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	3	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.3395550251	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	4	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.57444691658	-203.0	235.0	-213.0	237.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	5	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.03072190285	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	6	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.62670302391	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	7	1_1	1	1	1	3	23_1_3	0	2	1	0	2.03989219666	-174.0	-239.0	-177.0	-241.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	8	1_2	1	2	1	1	23_1_1	0	-1	0	1	2.13311195374	449.0	-381.0	None	None	0
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	9	1_3	1	3	1	1	23_1_1	0	2	1	0	0.735001087189	-135.0	-4.0	-133.0	1.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	10	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.13446497917	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	11	1_4	1	4	1	2	23_1_2	0	2	1	0	0.60458612442	-12.0	253.0	-9.0	249.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	12	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.69231700897	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	13	1_3	1	3	1	2	23_1_2	0	1	1	0	2.43675589561	459.0	-352.0	465.0	-355.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	14	1_2	1	2	1	4	23_1_4	0	2	1	0	0.790202140808	-455.0	-315.0	-456.0	-316.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	15	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.06900000572	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	16	1_4	1	4	1	3	23_1_3	0	1	1	0	0.503132104874	-361.0	55.0	-356.0	52.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	17	ABS	0	0	1	1	24_1_1	NA	NA	0	1	3.06318593025	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	18	1_1	1	1	1	4	23_1_4	0	3	1	0	0.634807109833	337.0	265.0	327.0	269.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	19	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.26952004433	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	20	1_2	1	2	1	3	23_1_3	0	1	1	0	7.77345585823	415.0	181.0	410.0	186.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	21	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.151045084	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	22	1_1	1	1	1	2	23_1_2	0	1	1	0	1.238063097	412.0	-407.0	406.0	-415.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	23	ABS	0	0	1	2	24_1_2	NA	NA	0	1	2.96746206284	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	24	1_4	1	4	1	1	23_1_1	0	3	1	0	0.545175790787	-329.0	289.0	-335.0	299.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	25	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.12011408806	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	26	1_2	1	2	1	1	23_1_1	0	-1	1	0	1.58705687523	478.0	-359.0	478.0	-352.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	27	ABS	0	0	1	3	24_1_3	NA	NA	0	1	4.81394505501	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	28	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.6069560051	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	29	1_3	1	3	1	1	23_1_1	0	2	1	0	1.14299416542	-399.0	-87.0	-408.0	-88.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	30	1_2	1	2	1	4	23_1_4	0	2	1	0	0.505419969559	-217.0	-191.0	-209.0	-193.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	31	1_4	1	4	1	2	23_1_2	0	2	1	0	0.916646003723	268.0	-382.0	271.0	-395.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	32	1_1	1	1	1	3	23_1_3	0	2	1	0	3.22183609009	-83.0	-359.0	-78.0	-369.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	33	ABS	0	0	1	2	24_1_2	NA	NA	0	1	4.44493579865	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	34	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.68550300598	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	35	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.28122401237	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	36	1_4	1	4	1	3	23_1_3	0	1	1	0	0.638682126999	226.0	15.0	225.0	13.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	37	1_1	1	1	1	4	23_1_4	0	3	1	0	0.86350107193	76.0	-127.0	73.0	-122.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	38	ABS	0	0	1	2	24_1_2	NA	NA	0	1	2.76321315765	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	39	ABS	0	0	1	2	24_1_2	NA	NA	0	1	3.49232196808	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	40	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.60193395615	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	41	1_3	1	3	1	2	23_1_2	0	1	1	0	4.54905581474	103.0	-36.0	92.0	-28.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	42	ABS	0	0	1	3	24_1_3	NA	NA	0	1	2.37794280052	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	43	ABS	0	0	1	1	24_1_1	NA	NA	0	1	6.73849797249	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	44	1_4	1	4	1	1	23_1_1	0	3	1	0	0.744365930557	441.0	-312.0	453.0	-309.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	45	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.67327690125	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	46	1_2	1	2	1	3	23_1_3	0	1	1	0	3.73925995827	-85.0	108.0	-86.0	108.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	47	1_3	1	3	1	4	23_1_4	0	-1	1	0	1.52822399139	146.0	-14.0	141.0	-21.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	48	1_1	1	1	1	2	23_1_2	0	1	1	0	1.26169681549	494.0	-125.0	506.0	-118.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	49	1_1	1	1	1	4	23_1_4	0	3	1	0	0.470204114914	463.0	-149.0	476.0	-145.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	50	1_4	1	4	1	1	23_1_1	0	3	1	0	1.15728998184	37.0	133.0	47.0	136.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	51	1_3	1	3	1	4	23_1_4	0	-1	1	0	0.545613050461	-3.0	-19.0	-3.0	-38.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	52	ABS	0	0	1	2	24_1_2	NA	NA	0	1	5.43292188644	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	53	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.50178408623	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	54	1_3	1	3	1	1	23_1_1	0	2	1	0	0.987236022949	110.0	267.0	109.0	265.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	55	1_4	1	4	1	2	23_1_2	0	2	1	0	0.622668981552	-188.0	-47.0	-180.0	-48.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	56	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.76348114014	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	57	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.43385410309	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	58	ABS	0	0	1	2	24_1_2	NA	NA	1	0	0.857954025269	None	None	-72.0	-2.0	0
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	59	1_1	1	1	1	2	23_1_2	0	1	1	0	2.91632199287	194.0	361.0	195.0	358.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	60	ABS	0	0	1	4	24_1_4	NA	NA	0	1	0.995777130127	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	61	1_1	1	1	1	3	23_1_3	0	2	1	0	1.19350814819	-96.0	-259.0	-95.0	-263.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	62	1_3	1	3	1	2	23_1_2	0	1	1	0	1.48764705658	491.0	-379.0	493.0	-382.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	63	ABS	0	0	1	1	24_1_1	NA	NA	0	1	1.55659508705	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	64	ABS	0	0	1	4	24_1_4	NA	NA	0	1	2.41079211235	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	65	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.07403111458	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	66	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.21011209488	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	67	1_2	1	2	1	1	23_1_1	0	-1	1	0	1.20432806015	330.0	-137.0	322.0	-129.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	68	1_4	1	4	1	3	23_1_3	0	1	1	0	0.778906106949	-17.0	-22.0	-8.0	-19.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	69	1_2	1	2	1	3	23_1_3	0	1	1	0	3.19665813446	-446.0	-368.0	-436.0	-363.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	70	ABS	0	0	1	3	24_1_3	NA	NA	0	1	3.86887216568	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	71	ABS	0	0	1	2	24_1_2	NA	NA	0	1	5.72336888313	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	72	1_2	1	2	1	4	23_1_4	0	2	1	0	0.555129051208	-221.0	-165.0	-218.0	-175.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	73	1_4	1	4	1	1	23_1_1	0	3	1	0	0.693097829819	-334.0	260.0	-326.0	258.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	74	ABS	0	0	1	4	24_1_4	NA	NA	0	1	1.05040407181	None	None	None	None	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	75	1_2	1	2	1	4	23_1_4	0	2	1	0	0.462996006012	-445.0	40.0	-437.0	40.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	76	1_1	1	1	1	3	23_1_3	0	2	1	0	0.716738939285	64.0	-16.0	72.0	-15.0	1
3.0.1	2019_Mar_14_1400	s	s	12	4	Capacity	77	1_1	1	1	1	4	23_1_4	0	3	1	0	0.44220495224	-34.0	-265.0	-38.0	-274.0	1
