Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	TColor	TShape	DColor	DShape	Distractors	Channel1	Channel2	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	1	2_1	2	1	3	1	23_3_1	1	0	1	0	0.863353013992	-30.0	-304.0	-26.0	-304.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	2	ABS	0	0	2	1	24_2_1	NA	NA	0	1	1.16778802872	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	3	3_1	3	1	4	1	23_4_1	-1	0	1	0	0.699018955231	-141.0	409.0	-138.0	404.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	4	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.716757059097	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	5	ABS	0	0	3	1	24_3_1	NA	NA	0	1	1.55653905869	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	6	2_1	2	1	4	1	23_4_1	2	0	1	0	0.62767291069	-531.0	384.0	-537.0	379.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	7	1_1	1	1	3	1	23_3_1	2	0	1	0	0.810904026031	294.0	-137.0	301.0	-132.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	8	4_1	4	1	1	1	23_1_1	3	0	1	0	0.854710102081	-162.0	273.0	-162.0	266.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	9	4_1	4	1	3	1	23_3_1	1	0	1	0	0.634382009506	531.0	229.0	534.0	223.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	10	3_1	3	1	2	1	23_2_1	1	0	1	0	0.613808870316	84.0	91.0	82.0	85.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	11	ABS	0	0	1	1	24_1_1	NA	NA	0	1	0.70948600769	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	12	ABS	0	0	4	1	24_4_1	NA	NA	0	1	0.710891962051	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	13	ABS	0	0	4	1	24_4_1	NA	NA	0	1	1.06298995018	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	14	ABS	0	0	1	1	24_1_1	NA	NA	0	1	2.91609215736	None	None	None	None	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	15	1_1	1	1	4	1	23_4_1	3	0	1	0	0.861153841019	456.0	-47.0	457.0	-44.0	1
3.0.1	2019_Mar_05_1716	s	s	7	2	Capacity	16	4_1	4	1	2	1	23_2_1	2	0	1	0	0.64112496376	-69.0	410.0	-66.0	402.0	1
