Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	Channel1	Channel2	Distractors	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	1	RC	0	1	23RO	0	1	2.65380907059	-153.0	-223.0	None	None	0
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	2	ABS	0	1	24RO	0	1	3.47160196304	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	3	RC	0	2	23RD	1	0	0.540946960449	51.0	92.0	54	83	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	4	ABS	0	2	24RD	0	1	0.864875078201	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	5	ABS	0	2	24RD	0	1	0.964563131332	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	6	RC	0	1	23RO	1	0	1.40680003166	-406.0	275.0	-398	274	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	7	ABS	0	1	24RO	0	1	2.91048693657	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	8	RC	0	2	23RD	1	0	0.0674889087677	487.0	-337.0	60	42	0
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	9	RC	0	2	23RD	1	0	1.31768608093	-265.0	-200.0	-261	-203	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	10	ABS	0	2	24RD	0	1	0.90202498436	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	11	RC	0	1	23RO	0	1	3.51892209053	218.0	-52.0	None	None	0
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	12	ABS	0	1	24RO	0	1	5.66108798981	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	13	RC	0	1	23RO	1	0	2.48293805122	176.0	240.0	171	235	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	14	ABS	0	2	24RD	0	1	1.22354602814	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	15	RC	0	2	23RD	1	0	0.744714021683	-272.0	-233.0	-265	-240	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	16	ABS	0	1	24RO	0	1	4.89111304283	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	17	ABS	0	2	24RD	0	1	0.917443037033	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	18	RC	0	2	23RD	1	0	0.748064041138	266.0	-398.0	264	-399	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	19	ABS	0	1	24RO	0	1	3.57758021355	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	20	RC	0	1	23RO	1	0	0.757899045944	42.0	-79.0	32	-81	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	21	ABS	0	1	24RO	0	1	4.18476700783	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	22	ABS	0	2	24RD	0	1	0.940989971161	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	23	RC	0	1	23RO	1	0	1.29422020912	-525.0	25.0	-523	35	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	24	RC	0	2	23RD	1	0	0.658584117889	484.0	227.0	486	219	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	25	RC	0	1	23RO	1	0	4.18175506592	-389.0	306.0	-392	315	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	26	RC	0	2	23RD	1	0	0.690304994583	-322.0	69.0	-312	77	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	27	ABS	0	2	24RD	0	1	0.973706960678	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	28	ABS	0	1	24RO	0	1	4.28391098976	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	29	ABS	0	2	24RD	0	1	1.15892004967	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	30	RC	0	1	23RO	1	0	1.89144802094	-430.0	345.0	-428	336	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	31	RC	0	2	23RD	1	0	0.595264911652	44.0	202.0	51	201	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	32	ABS	0	1	24RO	0	1	4.10726308823	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	33	RC	0	2	23RD	1	0	1.20921111107	-160.0	346.0	-154	346	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	34	ABS	0	1	24RO	0	1	4.07654809952	None	None	None	None	1
1.7	2015_Jul_21_1053	s	s	4	2	Capacity	35	RC	0	1	23RO	1	0	3.2196969986	275.0	48.0	284	51	1
