Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	Channel1	Channel2	Distractors	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	1	RC	1	0	23MC	1	0	2.82178997993	244.0	-82.0	252	-82	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	2	ABS	1	0	24MC	0	1	2.96231794357	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	3	RC	2	0	23VC	1	0	0.597119092941	-27.0	26.0	-28	29	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	4	ABS	2	0	24VC	0	1	0.747597932816	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	5	ABS	1	0	24MC	0	1	2.13665509224	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	6	RC	2	0	23VC	1	0	0.576138973236	-337.0	-312.0	-344	-319	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	7	ABS	2	0	24VC	0	1	0.653532981873	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	8	RC	1	0	23MC	1	0	0.886139154434	189.0	-259.0	197	-260	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	9	ABS	2	0	24VC	0	1	0.547674179077	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	10	ABS	1	0	24MC	0	1	1.39370799065	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	11	RC	2	0	23VC	1	0	0.617969989777	136.0	50.0	132	46	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	12	RC	1	0	23MC	1	0	2.11793208122	-425.0	286.0	-424	291	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	13	ABS	2	0	24VC	0	1	0.729172945023	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	14	ABS	1	0	24MC	0	1	2.14157891273	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	15	RC	2	0	23VC	1	0	0.571208953857	257.0	401.0	251	410	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	16	RC	1	0	23MC	1	0	0.771045923233	-104.0	285.0	-99	283	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	17	ABS	1	0	24MC	0	1	1.83558797836	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	18	ABS	2	0	24VC	0	1	0.573567867279	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	19	RC	2	0	23VC	1	0	0.523581027985	425.0	-277.0	430	-284	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	20	RC	1	0	23MC	1	0	0.760006904602	255.0	139.0	250	132	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	21	ABS	2	0	24VC	0	1	0.559355974197	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	22	RC	1	0	23MC	1	0	0.874110937119	-296.0	104.0	-306	108	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	23	RC	2	0	23VC	1	0	0.477432012558	-105.0	-44.0	-104	-49	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	24	ABS	1	0	24MC	0	1	1.83298015594	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	25	RC	1	0	23MC	1	0	1.08228302002	-102.0	154.0	-100	159	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	26	ABS	1	0	24MC	0	1	1.65901589394	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	27	ABS	2	0	24VC	0	1	0.788428068161	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	28	RC	2	0	23VC	1	0	0.529032945633	-521.0	-30.0	-513	-36	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	29	RC	2	0	23VC	1	0	0.488648176193	-27.0	-182.0	-21	-180	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	30	ABS	2	0	24VC	0	1	0.89989900589	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	31	RC	1	0	23MC	1	0	0.729166984558	-67.0	19.0	-65	15	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	32	ABS	1	0	24MC	0	1	1.80021905899	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	33	ABS	1	0	24MC	0	1	1.90149188042	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	34	RC	1	0	23MC	1	0	2.35370612144	-30.0	-225.0	-28	-231	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	35	RC	2	0	23VC	1	0	0.446589946747	-175.0	-164.0	-181	-162	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	36	ABS	2	0	24VC	0	1	0.607442855835	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	37	RC	2	0	23VC	1	0	0.536106824875	-42.0	282.0	-35	279	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	38	ABS	2	0	24VC	0	1	0.521867990494	None	None	None	None	1
1.7	2015_Aug_06_1600	s	s	19	3	Capacity	39	ABS	1	0	24MC	0	1	2.27930498123	None	None	None	None	1
