Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	Channel1	Channel2	Distractors	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
2.7	2015_May_03_1927	s	s	2	1	Capacity	1	ABS	0	1	08RD 16RO	0	1	13.2965328693	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	2	RC	0	1	08RD 15RO	1	0	2.17701101303	-337.0	220.0	-331	212	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	3	RC	0	2	15RD 08RO	1	0	1.56028008461	-492.0	151.0	-493	151	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	4	ABS	0	2	16RD 08RO	0	1	4.03671097755	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	5	ABS	0	2	16RD 08RO	0	1	4.45519089699	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	6	ABS	0	1	08RD 16RO	0	1	7.2688331604	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	7	RC	0	1	08RD 15RO	1	0	4.56626915932	-502.0	370.0	-505	364	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	8	RC	0	2	15RD 08RO	1	0	3.95433497429	494.0	88.0	503	89	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	9	ABS	0	1	08RD 16RO	0	1	5.65619206429	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	10	RC	0	1	08RD 15RO	1	0	1.33794498444	-303.0	53.0	-303	58	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	11	ABS	0	2	16RD 08RO	0	1	2.94919896126	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	12	RC	0	2	15RD 08RO	0	1	1.68246793747	203.0	42.0	None	None	0
2.7	2015_May_03_1927	s	s	2	1	Capacity	13	ABS	0	2	16RD 08RO	0	1	3.9728307724	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	14	RC	0	1	08RD 15RO	1	0	5.83275318146	351.0	323.0	339	329	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	15	ABS	0	1	08RD 16RO	0	1	6.00610685349	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	16	RC	0	2	15RD 08RO	1	0	3.74236392975	235.0	-399.0	231	-401	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	17	ABS	0	1	08RD 16RO	0	1	6.63290882111	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	18	ABS	0	2	16RD 08RO	0	1	2.87725615501	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	19	RC	0	2	15RD 08RO	1	0	3.43637108803	235.0	96.0	241	93	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	20	RC	0	1	08RD 15RO	0	1	6.02269697189	288.0	273.0	None	None	0
2.7	2015_May_03_1927	s	s	2	1	Capacity	21	RC	0	1	08RD 15RO	1	0	3.80743908882	125.0	215.0	118	215	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	22	ABS	0	1	08RD 16RO	0	1	5.53795099258	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	23	RC	0	2	15RD 08RO	1	0	1.64268994331	-152.0	22.0	-155	28	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	24	ABS	0	2	16RD 08RO	0	1	6.20920085907	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	25	ABS	0	1	08RD 16RO	0	1	8.74490785599	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	26	ABS	0	2	16RD 08RO	0	1	6.68548107147	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	27	RC	0	2	15RD 08RO	1	0	1.04702019691	-224.0	217.0	-227	226	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	28	RC	0	1	08RD 15RO	1	0	2.14567303658	-381.0	-137.0	-375	-137	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	29	RC	0	1	08RD 15RO	1	0	2.4191069603	15.0	-338.0	16	-342	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	30	ABS	0	1	08RD 16RO	0	1	6.46152806282	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	31	ABS	0	2	16RD 08RO	0	1	4.56637191772	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	32	RC	0	2	15RD 08RO	1	0	0.9007999897	-386.0	98.0	-384	97	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	33	ABS	0	1	08RD 16RO	0	1	6.70320892334	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	34	RC	0	2	15RD 08RO	1	0	3.41667509079	396.0	205.0	398	195	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	35	ABS	0	2	16RD 08RO	0	1	4.34271597862	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	36	RC	0	1	08RD 15RO	1	0	1.36477708817	-50.0	187.0	-58	185	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	37	ABS	0	1	08RD 16RO	0	1	6.50368404388	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	38	RC	0	1	08RD 15RO	1	0	2.98658490181	-334.0	-394.0	-332	-397	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	39	ABS	0	2	16RD 08RO	0	1	4.18965291977	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	40	RC	0	2	15RD 08RO	1	0	3.56325101852	382.0	279.0	383	280	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	41	RC	0	2	15RD 08RO	1	0	1.7767059803	-506.0	32.0	-494	33	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	42	ABS	0	2	16RD 08RO	0	1	4.47226691246	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	43	RC	0	1	08RD 15RO	1	0	2.27835607529	-467.0	-242.0	-465	-250	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	44	ABS	0	1	08RD 16RO	0	1	7.71579694748	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	45	ABS	0	2	16RD 08RO	0	1	4.5270550251	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	46	RC	0	2	15RD 08RO	1	0	1.93634605408	-506.0	-254.0	-508	-258	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	47	RC	0	1	08RD 15RO	1	0	2.5065369606	-493.0	187.0	-497	190	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	48	ABS	0	1	08RD 16RO	0	1	9.80420184135	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	49	ABS	0	2	16RD 08RO	0	1	4.01312994957	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	50	RC	0	2	15RD 08RO	1	0	1.4545609951	-68.0	189.0	-68	177	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	51	RC	0	1	08RD 15RO	1	0	2.31339597702	-56.0	368.0	-48	365	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	52	ABS	0	1	08RD 16RO	0	1	7.94126701355	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	53	ABS	0	1	08RD 16RO	0	1	7.42664313316	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	54	RC	0	2	15RD 08RO	1	0	1.64236783981	-329.0	406.0	-337	411	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	55	RC	0	1	08RD 15RO	1	0	5.29616904259	266.0	74.0	278	75	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	56	ABS	0	2	16RD 08RO	0	1	3.97780799866	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	57	RC	0	1	08RD 15RO	1	0	3.93044304848	438.0	319.0	438	322	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	58	RC	0	2	15RD 08RO	1	0	2.18419504166	-450.0	-404.0	-458	-405	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	59	ABS	0	2	16RD 08RO	0	1	3.15082907677	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	60	ABS	0	1	08RD 16RO	0	1	4.39022183418	None	None	None	None	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	61	RC	0	1	08RD 15RO	1	0	4.24854397774	270.0	114.0	273	124	1
2.7	2015_May_03_1927	s	s	2	1	Capacity	62	RC	0	2	15RD 08RO	1	0	1.19999599457	-59.0	83.0	-70	86	1
