Version	Date	Stimuli	Method	Subject	Session	Condition	Trial	Target	Channel1	Channel2	Distractors	LMouseButton	RMouseButton	RT	TargetX	TargetY	ResponseX	ResponseY	Correct
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	1	RC	2	0	15VC 08MC	1	0	2.20684480667	58.0	377.0	140	97	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	2	ABS	2	0	16VC 08MC	1	0	1.00646686554	None	None	249	-57	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	3	ABS	1	0	08VC 16MC	1	0	0.406377077103	None	None	87	136	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	4	RC	1	0	08VC 15MC	1	0	0.490293979645	407.0	-58.0	-215	98	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	5	RC	1	0	08VC 15MC	1	0	1.25377106667	323.0	358.0	-340	-27	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	6	RC	2	0	15VC 08MC	1	0	0.640423059464	518.0	365.0	-397	84	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	7	ABS	1	0	08VC 16MC	1	0	0.405827045441	None	None	-379	127	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	8	ABS	2	0	16VC 08MC	1	0	0.547482013702	None	None	-481	62	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	9	RC	2	0	15VC 08MC	1	0	0.834784984589	-30.0	232.0	-29	239	1
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	10	RC	1	0	08VC 15MC	1	0	0.434923171997	-122.0	-51.0	-124	-54	1
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	11	ABS	2	0	16VC 08MC	1	0	0.370281219482	None	None	-1	11	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	12	ABS	1	0	08VC 16MC	1	0	0.525496006012	None	None	-8	126	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	13	RC	1	0	08VC 15MC	1	0	0.629898786545	-23.0	-151.0	-15	-145	1
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	14	RC	2	0	15VC 08MC	1	0	0.417490005493	176.0	108.0	-103	119	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	15	ABS	2	0	16VC 08MC	1	0	0.434731006622	None	None	-193	38	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	16	ABS	1	0	08VC 16MC	1	0	0.278424024582	None	None	-110	-48	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	17	RC	1	0	08VC 15MC	1	0	0.443203210831	-363.0	303.0	-299	-6	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	18	RC	2	0	15VC 08MC	1	0	0.488019943237	331.0	280.0	-51	-188	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	19	ABS	2	0	16VC 08MC	1	0	1.03524017334	None	None	123	-50	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	20	ABS	1	0	08VC 16MC	1	0	0.375851869583	None	None	-12	-38	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	21	ABS	2	0	16VC 08MC	1	0	0.434793949127	None	None	-36	-34	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	22	RC	2	0	15VC 08MC	1	0	0.724278926849	-509.0	147.0	240	-33	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	23	RC	1	0	08VC 15MC	1	0	0.27006983757	493.0	-400.0	97	-101	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	24	ABS	1	0	08VC 16MC	1	0	0.442718982697	None	None	28	-147	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	25	RC	2	0	15VC 08MC	1	0	0.291362047195	304.0	-22.0	54	131	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	26	ABS	2	0	16VC 08MC	1	0	0.470074176788	None	None	-14	-58	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	27	RC	1	0	08VC 15MC	1	0	0.394310951233	258.0	96.0	-1	-10	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	28	ABS	1	0	08VC 16MC	1	0	0.443125963211	None	None	223	192	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	29	ABS	1	0	08VC 16MC	1	0	0.335655927658	None	None	-24	148	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	30	RC	1	0	08VC 15MC	1	0	0.434902906418	519.0	76.0	151	-5	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	31	ABS	2	0	16VC 08MC	1	0	0.655926942825	None	None	71	62	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	32	RC	2	0	15VC 08MC	1	0	0.517499923706	300.0	-144.0	52	47	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	33	RC	1	0	08VC 15MC	1	0	0.349800109863	-63.0	402.0	148	1	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	34	ABS	1	0	08VC 16MC	1	0	0.265184879303	None	None	191	-24	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	35	ABS	2	0	16VC 08MC	1	0	0.797291994095	None	None	-148	-136	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	36	RC	2	0	15VC 08MC	1	0	0.4769718647	-445.0	142.0	204	189	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	37	RC	2	0	15VC 08MC	1	0	0.717321872711	519.0	-260.0	-165	171	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	38	ABS	2	0	16VC 08MC	1	0	0.559633016586	None	None	-233	-145	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	39	RC	1	0	08VC 15MC	1	0	2.55054092407	-29.0	309.0	-90	140	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	40	ABS	1	0	08VC 16MC	1	0	0.976174116135	None	None	-221	-53	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	41	RC	2	0	15VC 08MC	1	0	0.787994861603	390.0	30.0	-245	-163	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	42	RC	1	0	08VC 15MC	1	0	0.656089067459	-342.0	-22.0	-336	-20	1
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	43	ABS	1	0	08VC 16MC	1	0	5.26969504356	None	None	-159	-109	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	44	ABS	2	0	16VC 08MC	1	0	6.71477007866	None	None	-178	4	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	45	RC	2	0	15VC 08MC	1	0	1.5059568882	208.0	92.0	-206	79	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	46	RC	1	0	08VC 15MC	1	0	3.34828400612	472.0	228.0	-242	-129	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	47	ABS	2	0	16VC 08MC	1	0	0.9471180439	None	None	-75	104	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	48	ABS	1	0	08VC 16MC	1	0	6.27977013588	None	None	-175	70	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	49	RC	1	0	08VC 15MC	1	0	0.278333187103	-257.0	283.0	-117	233	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	50	RC	2	0	15VC 08MC	1	0	0.456248998642	-479.0	-134.0	-193	346	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	51	ABS	2	0	16VC 08MC	1	0	0.573267936707	None	None	-453	253	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	52	ABS	1	0	08VC 16MC	1	0	0.55255484581	None	None	-128	111	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	53	RC	2	0	15VC 08MC	1	0	0.453464031219	260.0	-269.0	-93	-38	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	54	RC	1	0	08VC 15MC	1	0	0.475852012634	-121.0	-343.0	20	-79	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	55	ABS	2	0	16VC 08MC	1	0	0.571058988571	None	None	135	-105	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	56	ABS	1	0	08VC 16MC	1	0	0.391484975815	None	None	25	-136	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	57	ABS	1	0	08VC 16MC	1	0	0.529088973999	None	None	116	94	0
2.7	2015_Jun_05_1105	s	s	18	5	Capacity	58	RC	1	0	08VC 15MC	1	0	0.349821090698	-171.0	-15.0	-7	-28	0
